file uploaded: 2022-11-30 11:14:51
Channel number,Name,Timestamp,Days,Hours,Mins,In service,Tips this hour, Vol this hour (STP), Net vol this hour (ml/g), Cumulative net vol (ml/g), Cumulative vol at STP (ml)
writeback completed - hourly.csv closed
