datetime,temperature_degC,probe_id
2022-12-21 03:27:43,38.06,TB
2022-12-21 03:27:43,35.44,TC
2022-12-21 03:32:44,34.06,TD
2022-12-21 03:32:44,38.81,TA
2022-12-21 03:32:44,38.13,TB
2022-12-21 03:32:44,35.44,TC
2022-12-21 03:37:45,34.06,TD
2022-12-21 03:37:45,38.81,TA
2022-12-21 03:37:45,38.06,TB
2022-12-21 03:37:45,35.44,TC
2022-12-21 03:42:46,34.06,TD
2022-12-21 03:42:46,38.88,TA
2022-12-21 03:42:46,38.06,TB
2022-12-21 03:42:46,35.44,TC
2022-12-21 03:47:47,34.13,TD
2022-12-21 03:47:47,38.81,TA
2022-12-21 03:47:47,38.00,TB
2022-12-21 03:47:47,35.44,TC
2022-12-21 03:52:48,34.06,TD
2022-12-21 03:52:48,38.81,TA
2022-12-21 03:52:48,38.00,TB
2022-12-21 03:52:48,35.50,TC
2022-12-21 03:57:49,34.13,TD
2022-12-21 03:57:49,38.75,TA
2022-12-21 03:57:49,38.06,TB
2022-12-21 03:57:49,35.50,TC
2022-12-21 04:02:50,34.13,TD
2022-12-21 04:02:50,38.81,TA
2022-12-21 04:02:50,38.00,TB
2022-12-21 04:02:50,35.50,TC
2022-12-21 04:07:51,34.06,TD
2022-12-21 04:07:51,38.81,TA
2022-12-21 04:07:51,38.06,TB
2022-12-21 04:07:51,35.44,TC
2022-12-21 04:12:52,34.13,TD
2022-12-21 04:12:52,38.75,TA
2022-12-21 04:12:52,38.06,TB
2022-12-21 04:12:52,35.50,TC
2022-12-21 04:17:53,34.06,TD
2022-12-21 04:17:53,38.75,TA
2022-12-21 04:17:53,38.06,TB
2022-12-21 04:17:53,35.50,TC
2022-12-21 04:22:54,34.13,TD
2022-12-21 04:22:54,38.81,TA
2022-12-21 04:22:54,38.00,TB
2022-12-21 04:22:54,35.50,TC
2022-12-21 04:27:55,34.13,TD
2022-12-21 04:27:55,38.81,TA
2022-12-21 04:27:55,38.00,TB
2022-12-21 04:27:55,35.44,TC
2022-12-21 04:32:56,34.13,TD
2022-12-21 04:32:56,38.81,TA
2022-12-21 04:32:56,38.00,TB
2022-12-21 04:32:56,35.50,TC
2022-12-21 04:37:57,34.13,TD
2022-12-21 04:37:57,38.81,TA
2022-12-21 04:37:57,38.06,TB
2022-12-21 04:37:57,35.44,TC
2022-12-21 04:42:58,34.13,TD
2022-12-21 04:42:58,38.81,TA
2022-12-21 04:42:58,38.06,TB
2022-12-21 04:42:58,35.38,TC
2022-12-21 04:47:59,34.13,TD
2022-12-21 04:47:59,38.88,TA
2022-12-21 04:47:59,38.13,TB
2022-12-21 04:47:59,35.44,TC
2022-12-21 04:53:00,34.06,TD
2022-12-21 04:53:00,38.88,TA
2022-12-21 04:53:00,38.13,TB
2022-12-21 04:53:00,35.50,TC
2022-12-21 04:58:01,34.06,TD
2022-12-21 04:58:01,38.81,TA
2022-12-21 04:58:01,38.06,TB
2022-12-21 04:58:01,35.50,TC
2022-12-21 05:03:02,34.06,TD
2022-12-21 05:03:02,38.81,TA
2022-12-21 05:03:02,38.00,TB
2022-12-21 05:03:02,35.50,TC
2022-12-21 05:08:03,34.06,TD
2022-12-21 05:08:03,38.81,TA
2022-12-21 05:08:03,38.00,TB
2022-12-21 05:08:03,35.50,TC
2022-12-21 05:13:04,34.06,TD
2022-12-21 05:13:04,38.88,TA
2022-12-21 05:13:04,38.06,TB
2022-12-21 05:13:04,35.50,TC
2022-12-21 05:18:05,34.06,TD
2022-12-21 05:18:05,38.88,TA
2022-12-21 05:18:05,38.13,TB
2022-12-21 05:18:05,35.50,TC
2022-12-21 05:23:06,34.06,TD
2022-12-21 05:23:06,38.88,TA
2022-12-21 05:23:06,38.13,TB
2022-12-21 05:23:06,35.50,TC
2022-12-21 05:28:07,34.13,TD
2022-12-21 05:28:07,38.88,TA
2022-12-21 05:28:07,38.13,TB
2022-12-21 05:28:07,35.56,TC
2022-12-21 05:33:08,34.06,TD
2022-12-21 05:33:08,38.88,TA
2022-12-21 05:33:08,38.13,TB
2022-12-21 05:33:08,35.50,TC
2022-12-21 05:38:09,34.13,TD
2022-12-21 05:38:09,38.88,TA
2022-12-21 05:38:09,38.13,TB
2022-12-21 05:38:09,35.44,TC
2022-12-21 05:43:10,34.06,TD
2022-12-21 05:43:10,38.81,TA
2022-12-21 05:43:10,38.06,TB
2022-12-21 05:43:10,35.50,TC
2022-12-21 05:48:11,34.13,TD
2022-12-21 05:48:11,38.88,TA
2022-12-21 05:48:11,38.06,TB
2022-12-21 05:48:11,35.38,TC
2022-12-21 05:53:12,34.06,TD
2022-12-21 05:53:12,38.88,TA
2022-12-21 05:53:12,38.06,TB
2022-12-21 05:53:12,35.50,TC
2022-12-21 05:58:13,34.13,TD
2022-12-21 05:58:13,38.88,TA
2022-12-21 05:58:13,38.06,TB
2022-12-21 05:58:13,35.50,TC
2022-12-21 06:03:14,34.13,TD
2022-12-21 06:03:14,38.88,TA
2022-12-21 06:03:14,38.13,TB
2022-12-21 06:03:14,35.56,TC
2022-12-21 06:08:15,34.13,TD
2022-12-21 06:08:15,38.88,TA
2022-12-21 06:08:15,38.13,TB
2022-12-21 06:08:15,35.50,TC
2022-12-21 06:13:16,34.06,TD
2022-12-21 06:13:16,38.88,TA
2022-12-21 06:13:16,38.19,TB
2022-12-21 06:13:16,35.44,TC
2022-12-21 06:18:17,34.06,TD
2022-12-21 06:18:17,38.88,TA
2022-12-21 06:18:17,38.19,TB
2022-12-21 06:18:17,35.50,TC
2022-12-21 06:23:18,34.13,TD
2022-12-21 06:23:18,38.81,TA
2022-12-21 06:23:18,38.13,TB
2022-12-21 06:23:18,35.50,TC
2022-12-21 06:28:19,34.13,TD
2022-12-21 06:28:19,38.88,TA
2022-12-21 06:28:19,38.06,TB
2022-12-21 06:28:19,35.50,TC
2022-12-21 06:33:20,34.13,TD
2022-12-21 06:33:20,38.81,TA
2022-12-21 06:33:20,38.06,TB
2022-12-21 06:33:20,35.50,TC
2022-12-21 06:38:21,34.13,TD
2022-12-21 06:38:21,38.88,TA
2022-12-21 06:38:21,38.06,TB
2022-12-21 06:38:21,35.44,TC
2022-12-21 06:43:22,34.13,TD
2022-12-21 06:43:22,38.81,TA
2022-12-21 06:43:22,38.06,TB
2022-12-21 06:43:22,35.44,TC
2022-12-21 06:48:23,34.06,TD
2022-12-21 06:48:23,38.88,TA
2022-12-21 06:48:23,38.06,TB
2022-12-21 06:48:23,35.50,TC
2022-12-21 06:53:24,34.06,TD
2022-12-21 06:53:24,38.88,TA
2022-12-21 06:53:24,38.06,TB
2022-12-21 06:53:24,35.44,TC
2022-12-21 06:58:25,34.06,TD
2022-12-21 06:58:25,38.88,TA
2022-12-21 06:58:25,38.06,TB
2022-12-21 06:58:25,35.50,TC
2022-12-21 07:03:26,34.13,TD
2022-12-21 07:03:26,38.88,TA
2022-12-21 07:03:26,38.06,TB
2022-12-21 07:03:26,35.50,TC
2022-12-21 07:08:27,34.13,TD
2022-12-21 07:08:27,38.88,TA
2022-12-21 07:08:27,38.06,TB
2022-12-21 07:08:27,35.50,TC
2022-12-21 07:13:28,34.06,TD
2022-12-21 07:13:28,38.88,TA
2022-12-21 07:13:28,38.00,TB
2022-12-21 07:13:28,35.50,TC
2022-12-21 07:18:29,34.06,TD
2022-12-21 07:18:29,38.88,TA
2022-12-21 07:18:29,38.06,TB
2022-12-21 07:18:29,35.50,TC
2022-12-21 07:23:29,34.06,TD
2022-12-21 07:23:30,38.88,TA
2022-12-21 07:23:30,38.00,TB
2022-12-21 07:23:30,35.50,TC
2022-12-21 07:28:30,34.06,TD
2022-12-21 07:28:31,38.88,TA
2022-12-21 07:28:31,38.06,TB
2022-12-21 07:28:31,35.44,TC
2022-12-21 07:33:31,34.06,TD
2022-12-21 07:33:32,38.88,TA
2022-12-21 07:33:32,38.06,TB
2022-12-21 07:33:32,35.44,TC
2022-12-21 07:38:32,34.06,TD
2022-12-21 07:38:33,38.88,TA
2022-12-21 07:38:33,38.00,TB
2022-12-21 07:38:33,35.50,TC
2022-12-21 07:43:33,34.06,TD
2022-12-21 07:43:34,38.88,TA
2022-12-21 07:43:34,38.00,TB
2022-12-21 07:43:34,35.50,TC
2022-12-21 07:48:34,34.13,TD
2022-12-21 07:48:35,38.81,TA
2022-12-21 07:48:35,38.06,TB
2022-12-21 07:48:35,35.56,TC
2022-12-21 07:53:35,34.13,TD
2022-12-21 07:53:36,38.88,TA
2022-12-21 07:53:36,38.00,TB
2022-12-21 07:53:36,35.50,TC
2022-12-21 07:58:36,34.13,TD
2022-12-21 07:58:36,38.88,TA
2022-12-21 07:58:37,38.00,TB
2022-12-21 07:58:37,35.50,TC
2022-12-21 08:03:37,34.13,TD
2022-12-21 08:03:37,38.88,TA
2022-12-21 08:03:38,38.06,TB
2022-12-21 08:03:38,35.50,TC
2022-12-21 08:08:38,34.13,TD
2022-12-21 08:08:38,38.81,TA
2022-12-21 08:08:39,38.00,TB
2022-12-21 08:08:39,35.38,TC
2022-12-21 08:13:39,34.13,TD
2022-12-21 08:13:39,38.88,TA
2022-12-21 08:13:40,38.06,TB
2022-12-21 08:13:40,35.44,TC
2022-12-21 08:18:40,34.13,TD
2022-12-21 08:18:40,38.88,TA
2022-12-21 08:18:41,38.06,TB
2022-12-21 08:18:41,35.50,TC
2022-12-21 08:23:41,34.13,TD
2022-12-21 08:23:41,38.88,TA
2022-12-21 08:23:42,38.06,TB
2022-12-21 08:23:42,35.56,TC
2022-12-21 08:28:42,34.13,TD
2022-12-21 08:28:42,38.88,TA
2022-12-21 08:28:43,38.06,TB
2022-12-21 08:28:43,35.50,TC
2022-12-21 08:33:43,34.19,TD
2022-12-21 08:33:43,38.88,TA
2022-12-21 08:33:44,38.06,TB
2022-12-21 08:33:44,35.50,TC
2022-12-21 08:38:44,34.13,TD
2022-12-21 08:38:44,38.88,TA
2022-12-21 08:38:45,38.13,TB
2022-12-21 08:38:45,35.25,TC
2022-12-21 08:43:45,34.00,TD
2022-12-21 08:43:45,38.88,TA
2022-12-21 08:43:45,38.06,TB
2022-12-21 08:43:46,34.94,TC
2022-12-21 08:48:46,33.94,TD
2022-12-21 08:48:46,38.88,TA
2022-12-21 08:48:46,38.13,TB
2022-12-21 08:48:47,34.81,TC
2022-12-21 08:53:47,33.81,TD
2022-12-21 08:53:47,38.75,TA
2022-12-21 08:53:47,38.06,TB
2022-12-21 08:53:48,34.69,TC
2022-12-21 08:58:48,33.75,TD
2022-12-21 08:58:48,38.81,TA
2022-12-21 08:58:48,38.00,TB
2022-12-21 08:58:49,34.63,TC
2022-12-21 09:03:49,33.69,TD
2022-12-21 09:03:49,38.81,TA
2022-12-21 09:03:49,38.00,TB
2022-12-21 09:03:50,34.56,TC
2022-12-21 09:08:50,33.63,TD
2022-12-21 09:08:50,38.75,TA
2022-12-21 09:08:50,38.00,TB
2022-12-21 09:08:51,34.56,TC
2022-12-21 09:13:51,33.63,TD
2022-12-21 09:13:51,38.75,TA
2022-12-21 09:13:51,38.00,TB
2022-12-21 09:13:52,34.56,TC
2022-12-21 09:18:52,33.63,TD
2022-12-21 09:18:52,38.75,TA
2022-12-21 09:18:52,37.94,TB
2022-12-21 09:18:53,34.63,TC
2022-12-21 09:23:53,33.44,TD
2022-12-21 09:23:53,38.75,TA
2022-12-21 09:23:53,37.88,TB
2022-12-21 09:23:54,34.31,TC
2022-12-21 09:28:54,33.44,TD
2022-12-21 09:28:54,38.69,TA
2022-12-21 09:28:54,37.88,TB
2022-12-21 09:28:55,34.44,TC
2022-12-21 09:33:55,33.50,TD
2022-12-21 09:33:55,38.69,TA
2022-12-21 09:33:55,37.88,TB
2022-12-21 09:33:56,34.44,TC
2022-12-21 09:38:56,33.50,TD
2022-12-21 09:38:56,38.69,TA
2022-12-21 09:38:56,37.81,TB
2022-12-21 09:38:56,34.50,TC
2022-12-21 09:43:57,33.50,TD
2022-12-21 09:43:57,38.63,TA
2022-12-21 09:43:57,37.81,TB
2022-12-21 09:43:57,34.44,TC
2022-12-21 09:48:58,33.50,TD
2022-12-21 09:48:58,38.69,TA
2022-12-21 09:48:58,37.75,TB
2022-12-21 09:48:58,34.44,TC
2022-12-21 09:53:59,33.44,TD
2022-12-21 09:53:59,38.63,TA
2022-12-21 09:53:59,37.75,TB
2022-12-21 09:53:59,34.50,TC
2022-12-21 09:59:00,33.44,TD
2022-12-21 09:59:00,38.63,TA
2022-12-21 09:59:00,37.69,TB
2022-12-21 09:59:00,34.44,TC
2022-12-21 10:04:01,33.44,TD
2022-12-21 10:04:01,38.56,TA
2022-12-21 10:04:01,37.75,TB
2022-12-21 10:04:01,34.38,TC
2022-12-21 10:09:02,33.44,TD
2022-12-21 10:09:02,38.56,TA
2022-12-21 10:09:02,37.75,TB
2022-12-21 10:09:02,34.50,TC
2022-12-21 10:14:03,33.38,TD
2022-12-21 10:14:03,38.56,TA
2022-12-21 10:14:03,37.69,TB
2022-12-21 10:14:03,34.56,TC
2022-12-21 10:19:04,33.44,TD
2022-12-21 10:19:04,38.63,TA
2022-12-21 10:19:04,37.69,TB
2022-12-21 10:19:04,34.56,TC
2022-12-21 10:24:05,33.44,TD
2022-12-21 10:24:05,38.56,TA
2022-12-21 10:24:05,37.69,TB
2022-12-21 10:24:05,34.56,TC
2022-12-21 10:29:06,33.31,TD
2022-12-21 10:29:06,38.56,TA
2022-12-21 10:29:06,37.69,TB
2022-12-21 10:29:06,34.25,TC
2022-12-21 10:34:07,33.38,TD
2022-12-21 10:34:07,38.56,TA
2022-12-21 10:34:07,37.69,TB
2022-12-21 10:34:07,34.38,TC
2022-12-21 10:39:08,33.38,TD
2022-12-21 10:39:08,38.56,TA
2022-12-21 10:39:08,37.69,TB
2022-12-21 10:39:08,34.44,TC
2022-12-21 10:44:09,33.38,TD
2022-12-21 10:44:09,38.50,TA
2022-12-21 10:44:09,37.63,TB
2022-12-21 10:44:09,34.50,TC
2022-12-21 10:49:10,33.44,TD
2022-12-21 10:49:10,38.56,TA
2022-12-21 10:49:10,37.63,TB
2022-12-21 10:49:10,34.44,TC
2022-12-21 10:54:11,33.44,TD
2022-12-21 10:54:11,38.50,TA
2022-12-21 10:54:11,37.63,TB
2022-12-21 10:54:11,34.44,TC
2022-12-21 10:59:12,33.44,TD
2022-12-21 10:59:12,38.50,TA
2022-12-21 10:59:12,37.63,TB
2022-12-21 10:59:12,34.44,TC
2022-12-21 11:04:13,33.44,TD
2022-12-21 11:04:13,38.44,TA
2022-12-21 11:04:13,37.63,TB
2022-12-21 11:04:13,34.50,TC
2022-12-21 11:09:14,33.44,TD
2022-12-21 11:09:14,38.44,TA
2022-12-21 11:09:14,37.56,TB
2022-12-21 11:09:14,34.50,TC
2022-12-21 11:14:15,33.44,TD
2022-12-21 11:14:15,38.50,TA
2022-12-21 11:14:15,37.56,TB
2022-12-21 11:14:15,34.50,TC
2022-12-21 11:19:16,33.38,TD
2022-12-21 11:19:16,38.44,TA
2022-12-21 11:19:16,37.63,TB
2022-12-21 11:19:16,34.44,TC
2022-12-21 11:24:17,33.38,TD
2022-12-21 11:24:17,38.44,TA
2022-12-21 11:24:17,37.56,TB
2022-12-21 11:24:17,34.44,TC
2022-12-21 11:29:18,33.38,TD
2022-12-21 11:29:18,38.44,TA
2022-12-21 11:29:18,37.56,TB
2022-12-21 11:29:18,34.44,TC
2022-12-21 11:34:19,33.38,TD
2022-12-21 11:34:19,38.38,TA
2022-12-21 11:34:19,37.56,TB
2022-12-21 11:34:19,34.44,TC
2022-12-21 11:39:20,33.31,TD
2022-12-21 11:39:20,38.38,TA
2022-12-21 11:39:20,37.56,TB
2022-12-21 11:39:20,34.44,TC
2022-12-21 11:44:21,33.31,TD
2022-12-21 11:44:21,38.38,TA
2022-12-21 11:44:21,37.50,TB
2022-12-21 11:44:21,34.38,TC
2022-12-21 11:49:22,33.25,TD
2022-12-21 11:49:22,38.38,TA
2022-12-21 11:49:22,37.50,TB
2022-12-21 11:49:22,34.44,TC
2022-12-21 11:54:23,33.31,TD
2022-12-21 11:54:23,38.31,TA
2022-12-21 11:54:23,37.50,TB
2022-12-21 11:54:23,34.38,TC
2022-12-21 11:59:24,33.25,TD
2022-12-21 11:59:24,38.31,TA
2022-12-21 11:59:24,37.44,TB
2022-12-21 11:59:24,34.38,TC
2022-12-21 12:04:25,33.31,TD
2022-12-21 12:04:25,38.38,TA
2022-12-21 12:04:25,37.50,TB
2022-12-21 12:04:25,34.38,TC
2022-12-21 12:09:26,33.25,TD
2022-12-21 12:09:26,38.31,TA
2022-12-21 12:09:26,37.56,TB
2022-12-21 12:09:26,34.38,TC
2022-12-21 12:14:27,33.31,TD
2022-12-21 12:14:27,38.31,TA
2022-12-21 12:14:27,37.56,TB
2022-12-21 12:14:27,34.31,TC
2022-12-21 12:19:28,33.25,TD
2022-12-21 12:19:28,38.31,TA
2022-12-21 12:19:28,37.50,TB
2022-12-21 12:19:28,34.38,TC
2022-12-21 12:24:29,33.31,TD
2022-12-21 12:24:29,38.31,TA
2022-12-21 12:24:29,37.56,TB
2022-12-21 12:24:29,34.38,TC
2022-12-21 12:29:30,33.31,TD
2022-12-21 12:29:30,38.31,TA
2022-12-21 12:29:30,37.50,TB
2022-12-21 12:29:30,34.44,TC
2022-12-21 12:34:31,33.25,TD
2022-12-21 12:34:31,38.25,TA
2022-12-21 12:34:31,37.50,TB
2022-12-21 12:34:31,34.44,TC
2022-12-21 12:39:32,33.31,TD
2022-12-21 12:39:32,38.25,TA
2022-12-21 12:39:32,37.50,TB
2022-12-21 12:39:32,34.44,TC
2022-12-21 12:44:33,33.31,TD
2022-12-21 12:44:33,38.25,TA
2022-12-21 12:44:33,37.50,TB
2022-12-21 12:44:33,34.38,TC
2022-12-21 12:49:34,33.25,TD
2022-12-21 12:49:34,38.25,TA
2022-12-21 12:49:34,37.56,TB
2022-12-21 12:49:34,34.38,TC
2022-12-21 12:54:35,33.25,TD
2022-12-21 12:54:35,38.25,TA
2022-12-21 12:54:35,37.50,TB
2022-12-21 12:54:35,34.38,TC
2022-12-21 12:59:36,33.25,TD
2022-12-21 12:59:36,38.25,TA
2022-12-21 12:59:36,37.44,TB
2022-12-21 12:59:36,34.31,TC
2022-12-21 13:04:37,33.19,TD
2022-12-21 13:04:37,38.25,TA
2022-12-21 13:04:37,37.50,TB
2022-12-21 13:04:37,34.31,TC
